Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	9.924	20snp	edge2.0	1.938	1032	0.167	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	97.686	8.303	36snp27holes		3.158	1167	0.5	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	13.013	21snp	edge1.0	1.786	1176	0.188	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	3.156	1snp	edge2.0	0.26	384	0.5	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	13.901	4snp		0.572	699	0.412	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	11.399	31snp		2.113	1467	0.143	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	99.854	12.328	39snp3holes		1.903	2052	0.333	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	14.497	21snp		0.87	2415	0.333	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	98.485	5.029	8holes	edge1.0	0.0	528	0.143	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	17.22	39snp		0.968	4029	0.154	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	8.616	19snp		2.303	825	0.5	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	96.624	5snp		0.324	1542	0.471	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	99.77	3.579	10snp1holes	edge0.5	2.304	435	0.333	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	99.971	11.903	28snp1indel	edge1.0	0.812	3447	0.231	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	14.617	40snp		1.288	3105	0.5	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	13.781	14snp		1.209	1158	0.167	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	12.184	28snp	edge1.0	0.899	3114	0.2	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
