Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	23.59	20snp		1.938	1032	0.133	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	33.469	19snp		1.616	1176	0.133	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	24.023	1snp		0.26	384	0.182	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	27.982	30snp		2.045	1467	0.192	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	33.16	39snp		1.901	2052	0.273	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gadW	gadW.3003838.CP015085.1.2551711-2552440.3599	99.863	21.241	41snp1indel		5.624	729	0.077	555	1816	gadW.3003838.CP015085.1.2551711_2552440.3599
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	16.524		edge2.0	0.0	528	0.1	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	41.617	39snp		0.968	4029	0.157	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	25.939	17snp		2.061	825	0.231	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsB.3003403.U00096.4166659-4168200.3238	100.0	229.429	6snp		0.389	1542	0.481	766	2061	rrsB.3003403.U00096.4166659_4168200.3238
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	19.509	10snp		2.299	435	0.412	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	nfsA	nfsA.3003751.NC-000913.3.891183-891906.3520	100.0	18.424	7snp		0.968	723	0.2	702	1977	nfsA.3003751.NC_000913.3.891183_891906.3520
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	36.355	14snp		1.209	1158	0.091	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	30.62	28snp		0.899	3114	0.088	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	25.729	9snp		1.357	663	0.083	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	19.934	4snp		0.617	648	0.364	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	18.728	7snp		0.718	975	0.167	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	26.347	89snp		2.476	3594	0.083	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	39.66	19snp		1.508	1260	0.063	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	38.666	19snp		1.277	1488	0.071	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	22.251	37snp		3.171	1167	0.133	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	33.273	48snp		2.536	1893	0.273	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	36.558	8snp		0.575	1392	0.114	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	PmrB-1	PmrB.3003583.NC-007779.4336858-4337950.2119	100.0	31.984	10snp		0.916	1092	0.358	321	1121	PmrB.3003583.NC_007779.4336858_4337950.2119
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	31.562	4snp		0.29	1380	0.455	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	100.0	31.875	14snp		0.852	1644	0.2	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	27.984	4snp		0.26	1539	0.162	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	26.564	6snp		0.707	849	0.286	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003369.AE014075.3901532-3902762.3356	100.0	79.703	4snp		0.325	1230	0.482	182	523	Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356
reads	srst2	kdpE	kdpE.3003841.NC-000913.3.721055-721733.3608	100.0	16.711	12snp	edge2.0	1.77	678	0.227	586	1851	kdpE.3003841.NC_000913.3.721055_721733.3608
reads	srst2	gyrA-7	gyrA.3003940.NC-004337.2.2352231-2354859.3741	99.962	30.812	34snp1indel		1.294	2628	0.25	569	1833	gyrA.3003940.NC_004337.2.2352231_2354859.3741
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	41.267	22snp		1.82	1209	0.091	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	15.125	4snp		0.966	414	0.091	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	99.519	24.163	27snp6indel		2.163	1248	0.286	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	29.51	32snp		1.025	3123	0.12	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	msbA	msbA.3003950.NC-000913.3.966620-968369.3754	100.0	30.283	23snp		1.315	1749	0.333	677	1948	msbA.3003950.NC_000913.3.966620_968369.3754
reads	srst2	mdtE	mdtE.3000795.AP009048.3980025-3981183.753	100.0	40.602	8snp		0.691	1158	0.069	616	1884	mdtE.3000795.AP009048.3980025_3981183.753
reads	srst2	mdtF	mdtF.3000796.U00096.3660413-3663527.286	100.0	38.976	46snp		1.477	3114	0.119	617	1885	mdtF.3000796.U00096.3660413_3663527.286
reads	srst2	mdtC	mdtC.3000794.U00096.2158385-2161463.257	100.0	27.029	42snp		1.365	3078	0.25	614	1882	mdtC.3000794.U00096.2158385_2161463.257
reads	srst2	mdtD	mdtD.3001330.U00096.2161463-2162879.299	100.0	26.088	23snp		1.624	1416	0.214	615	1883	mdtD.3001330.U00096.2161463_2162879.299
reads	srst2	CRP	CRP.3000518.AP009048.4153663-4154296.461	100.0	29.885	3snp		0.474	633	0.053	122	302	CRP.3000518.AP009048.4153663_4154296.461
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	50.79	29snp		0.841	3447	0.175	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	36.883	4snp		0.572	699	0.153	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	cpxA	cpxA.3000830.NC-002695.4903561-4904935.605	100.0	37.705	15snp		1.092	1374	0.1	488	1734	cpxA.3000830.NC_002695.4903561_4904935.605
