Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	9.167	19snp	edge1.0	1.841	1032	0.2	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	13.073	18snp		1.531	1176	0.158	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	5.558	1snp		0.26	384	0.333	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	12.948	30snp		2.045	1467	0.136	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	14.513	38snp	edge2.0	1.852	2052	0.263	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	13.856	21snp		0.87	2415	0.231	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	17.976	39snp		0.968	4029	0.2	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	Pasteurella-multocida-16S	Pasteurella-multocida-16S.3003493.NC-002663.1.341427-342977.3252	93.037	54.81	119snp7indel102holes	edge0.0	8.213	1551	0.478	317	1117	Pasteurella_multocida_16S.3003493.NC_002663.1.341427_342977.3252
reads	srst2	mdfA	mdfA.3001328.JQ394987.0-1233.561	99.594	7.515	32snp5indel		2.595	1233	0.333	608	1876	mdfA.3001328.JQ394987.0_1233.561
reads	srst2	nfsA	nfsA.3003751.NC-000913.3.891183-891906.3520	100.0	7.244	7snp	edge2.0	0.968	723	0.125	702	1977	nfsA.3003751.NC_000913.3.891183_891906.3520
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	14.564	38snp		1.224	3105	0.286	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	13.236	14snp	edge2.0	1.209	1158	0.2	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	12.442	28snp	edge1.0	0.899	3114	0.286	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	9.197	8snp		1.207	663	0.091	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	7.28	3snp	edge1.0	0.463	648	0.167	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	7.799	7snp	edge1.5	0.718	975	0.2	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	14.424	47snp		2.483	1893	0.4	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	14.641	19snp		1.508	1260	0.182	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	12.809	19snp		1.277	1488	0.143	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	8.67	36snp		3.085	1167	0.5	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	100.0	13.801	14snp		0.852	1644	0.5	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	12.812	8snp		0.575	1392	0.5	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	100.0	5.823	5snp	edge1.0	0.813	615	0.2	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	11.812	2snp	edge1.0	0.145	1380	0.333	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	100.0	10.093	2snp		0.147	1359	0.4	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	PmrF	PmrF.3003578.U00096.2367070-2368039.2115	100.0	10.793	6snp		0.619	969	0.375	324	1124	PmrF.3003578.U00096.2367070_2368039.2115
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	12.594	3snp		0.195	1539	0.333	533	1790	emrB.3000074.U00096.2812615_2814154.20
