Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	98.062	37.602	20snp20holes	edge0.0	1.976	1032	0.059	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	29.008	37snp		3.171	1167	0.088	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	47.206	19snp		1.616	1176	0.043	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	11.143	1snp		0.26	384	0.462	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	41.462	30snp	edge2.0	2.045	1467	0.091	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	47.351	39snp		1.901	2052	0.194	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	51.3	23snp		0.952	2415	0.385	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	12.221		edge2.0	0.0	528	0.25	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	58.602	39snp		0.968	4029	0.1	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	mgrB	mgrB.3003820.NC-000913.3.1908622-1908766.3586	100.0	5.979			0.0	144	0.333	664	1935	mgrB.3003820.NC_000913.3.1908622_1908766.3586
reads	srst2	rrsB+	rrsB.3003403.U00096.4166659-4168200.3238	100.0	342.499	9snp		0.584	1542	0.461	766	2061	rrsB.3003403.U00096.4166659_4168200.3238
reads	srst2	sat-1	sat-1.3002895.AB211124.0-525.584	100.0	46.021			0.0	525	0.038	768	2074	sat_1.3002895.AB211124.0_525.584
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	42.93	29snp		0.841	3447	0.081	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	50.666	14snp		1.209	1158	0.064	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	44.585	28snp		0.899	3114	0.106	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	38.843	22snp		1.82	1209	0.1	619	1887	mdtH.3001216.U00096.1124117_1125326.120
