Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	14.171	20snp		1.938	1032	0.2	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	15.862	19snp		1.616	1176	0.2	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	10.59	1snp	edge1.0	0.26	384	0.429	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	13.909	31snp		2.113	1467	0.167	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	18.276	40snp		1.949	2052	0.444	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	18.796	21snp		0.87	2415	0.167	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	5.972		edge2.0	0.0	528	0.2	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	22.565	39snp	edge2.0	0.968	4029	0.2	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	13.169	17snp		2.061	825	0.286	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	116.633	2snp		0.13	1542	0.5	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	6.594	10snp		2.299	435	0.125	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	15.625	29snp		0.841	3447	0.211	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	17.515	38snp		1.224	3105	0.3	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	17.863	14snp		1.209	1158	0.111	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	13.861	28snp	edge2.0	0.899	3114	0.25	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	11.548	8snp		1.207	663	0.143	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	13.94	3snp	edge2.0	0.463	648	0.5	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	baeS	baeS.3000829.AP009048.2165012-2166416.608	100.0	12.745	17snp		1.211	1404	0.5	434	1653	baeS.3000829.AP009048.2165012_2166416.608
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	10.668	6snp	edge2.0	0.615	975	0.125	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
