Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	7.047	19snp	edge1.0	1.841	1032	0.5	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	9.626	18snp		1.531	1176	0.25	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	99.864	7.615	29snp2holes	edge2.0	1.98	1467	0.25	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	9.733	39snp		1.901	2052	0.375	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	9.435	22snp		0.911	2415	0.333	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	4.777		edge1.0	0.0	528	0.333	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	11.119	39snp		0.968	4029	0.25	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	8.713	18snp	edge2.0	2.182	825	0.4	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	68.133	2snp		0.13	1542	0.483	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	mdfA	mdfA.3001328.JQ394987.0-1233.561	99.432	6.734	33snp5indel2holes	edge2.0	2.681	1233	0.5	608	1876	mdfA.3001328.JQ394987.0_1233.561
reads	srst2	nfsA	nfsA.3003751.NC-000913.3.891183-891906.3520	98.617	6.566	7snp10holes	edge0.0	0.982	723	0.5	702	1977	nfsA.3003751.NC_000913.3.891183_891906.3520
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	7.932	28snp	edge2.0	0.899	3114	0.25	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	6.946	3snp		0.463	648	0.5	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	5.303	6snp	edge1.0	0.615	975	0.25	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	9.959	47snp		2.483	1893	0.3	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	9.569	19snp		1.508	1260	0.143	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	9.036	19snp	edge2.0	1.277	1488	0.25	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	10.398	8snp		0.575	1392	0.333	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	100.0	11.055	14snp	edge2.0	0.852	1644	0.231	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	98.629	6.127	35snp16holes	edge2.0	3.041	1167	0.5	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	98.862	4.443	6snp7holes	edge2.0	0.987	615	0.4	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	8.158	4snp	edge2.0	0.29	1380	0.5	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	99.117	6.15	2snp12holes	edge0.0	0.148	1359	0.375	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	PmrF	PmrF.3003578.U00096.2367070-2368039.2115	98.762	7.006	6snp12holes	edge1.0	0.627	969	0.273	324	1124	PmrF.3003578.U00096.2367070_2368039.2115
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	8.847	3snp		0.195	1539	0.25	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	7.487	6snp	edge2.0	0.707	849	0.333	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	arnA-1	arnA.3002985.U00096.2368038-2370021.355	100.0	6.853	35snp	edge1.0	1.765	1983	0.25	425	1643	arnA.3002985.U00096.2368038_2370021.355
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003369.AE014075.3901532-3902762.3356	100.0	21.696	2snp	edge1.0	0.163	1230	0.5	182	523	Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356
reads	srst2	kdpE	kdpE.3003841.NC-000913.3.721055-721733.3608	100.0	6.041	12snp	edge2.0	1.77	678	0.333	586	1851	kdpE.3003841.NC_000913.3.721055_721733.3608
reads	srst2	gyrA-7	gyrA.3003940.NC-004337.2.2352231-2354859.3741	100.0	7.784	35snp		1.332	2628	0.5	569	1833	gyrA.3003940.NC_004337.2.2352231_2354859.3741
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	99.421	5.185	23snp7holes	edge0.5	1.913	1209	0.2	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	92.029	4.401	5snp33holes	edge0.0	1.312	414	0.167	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	7.015	88snp	edge1.0	2.449	3594	0.2	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	98.878	6.782	27snp6indel8holes	edge1.0	2.177	1248	0.4	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	8.531	33snp		1.057	3123	0.5	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	msbA	msbA.3003950.NC-000913.3.966620-968369.3754	100.0	8.75	24snp		1.372	1749	0.5	677	1948	msbA.3003950.NC_000913.3.966620_968369.3754
reads	srst2	mdtE	mdtE.3000795.AP009048.3980025-3981183.753	100.0	10.667	8snp		0.691	1158	0.182	616	1884	mdtE.3000795.AP009048.3980025_3981183.753
reads	srst2	mdtF	mdtF.3000796.U00096.3660413-3663527.286	100.0	10.302	46snp	edge2.0	1.477	3114	0.167	617	1885	mdtF.3000796.U00096.3660413_3663527.286
reads	srst2	mdtC	mdtC.3000794.U00096.2158385-2161463.257	100.0	6.557	41snp	edge1.0	1.332	3078	0.5	614	1882	mdtC.3000794.U00096.2158385_2161463.257
reads	srst2	mdtD	mdtD.3001330.U00096.2161463-2162879.299	100.0	6.147	25snp	edge1.0	1.766	1416	0.4	615	1883	mdtD.3001330.U00096.2161463_2162879.299
reads	srst2	CRP	CRP.3000518.AP009048.4153663-4154296.461	100.0	11.484	3snp		0.474	633	0.067	122	302	CRP.3000518.AP009048.4153663_4154296.461
reads	srst2	gadW	gadW.3003838.CP015085.1.2551711-2552440.3599	94.65	4.795	39snp39holes	edge0.0	5.652	729	0.2	555	1816	gadW.3003838.CP015085.1.2551711_2552440.3599
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	99.942	6.153	29snp2holes	edge0.0	0.842	3447	0.333	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	9.741	4snp	edge2.0	0.572	699	0.25	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	cpxA	cpxA.3000830.NC-002695.4903561-4904935.605	100.0	11.302	15snp	edge2.0	1.092	1374	0.125	488	1734	cpxA.3000830.NC_002695.4903561_4904935.605
reads	srst2	PmrB-1	PmrB.3003583.NC-007779.4336858-4337950.2119	100.0	10.551	8snp		0.733	1092	0.4	321	1121	PmrB.3003583.NC_007779.4336858_4337950.2119
reads	srst2	Pasteurella-multocida-16S	Pasteurella-multocida-16S.3003493.NC-002663.1.341427-342977.3252	91.618	39.915	112snp6indel125holes	edge0.0	7.854	1551	0.5	317	1117	Pasteurella_multocida_16S.3003493.NC_002663.1.341427_342977.3252
reads	srst2	soxS-1	soxS.3003511.NC-000913.4277059-4277383.3528	93.519	3.553	1snp21holes	edge0.0	0.33	324	0.5	785	2091	soxS.3003511.NC_000913.4277059_4277383.3528
reads	srst2	soxR	soxR.3003381.U00096.4277468-4277933.2074	92.903	4.296	33holes	edge0.0	0.0	465	0.333	782	2088	soxR.3003381.U00096.4277468_4277933.2074
reads	srst2	bacA	bacA.3002986.U00096.3203309-3204131.36	99.757	8.546	12snp2holes	edge0.0	1.463	822	0.2	432	1651	bacA.3002986.U00096.3203309_3204131.36
reads	srst2	ompF	ompF.3003390.NC-007779.986315-987404.2075	96.051	5.526	43holes	edge0.0	0.0	1089	0.5	713	1988	ompF.3003390.NC_007779.986315_987404.2075
reads	srst2	emrK	emrK.3000206.D78168.536-1592.173	100.0	7.376	20snp	edge1.0	1.894	1056	0.333	537	1794	emrK.3000206.D78168.536_1592.173
