Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	56.482	20snp		1.938	1032	0.061	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	70.176	37snp		3.171	1167	0.032	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	63.003	19snp		1.616	1176	0.057	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	23.055	1snp		0.26	384	0.103	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	58.473	30snp		2.045	1467	0.05	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	65.887	39snp		1.901	2052	0.204	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	76.165	23snp		0.952	2415	0.254	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	18.448			0.0	528	0.091	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	99.975	76.087	38snp1indel		0.943	4029	0.035	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	mgrB	mgrB.3003820.NC-000913.3.1908622-1908766.3586	100.0	8.186			0.0	144	0.0	664	1935	mgrB.3003820.NC_000913.3.1908622_1908766.3586
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	547.668	2snp		0.13	1542	0.457	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	sat-1	sat-1.3002895.AB211124.0-525.584	100.0	38.747			0.0	525	0.063	768	2074	sat_1.3002895.AB211124.0_525.584
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	60.812	29snp		0.841	3447	0.048	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	77.464	14snp		1.209	1158	0.04	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	99.968	110.109	27snp1indel		0.867	3114	0.081	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	63.507	22snp		1.82	1209	0.036	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	47.712	9snp		1.357	663	0.061	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	45.693	3snp		0.463	648	0.083	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	dfrA1	dfrA1.3002854.AJ400733.1.21-585.3594	100.0	32.92	4snp		0.709	564	0.438	495	1739	dfrA1.3002854.AJ400733.1.21_585.3594
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	78.395	7snp		0.718	975	0.08	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	73.73	4snp		0.966	414	0.029	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	99.972	86.482	88snp1indel		2.449	3594	0.027	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	69.76	19snp		1.508	1260	0.03	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tet-	tetA.3000165.NC-020418.458865-460071.275	100.0	43.057	1snp		0.083	1206	0.036	794	2119	tetA.3000165.NC_020418.458865_460071.275
