Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	14.267	20snp		1.938	1032	0.3	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	99.572	12.539	37snp5holes	edge1.0	3.184	1167	0.4	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	18.178	19snp		1.616	1176	0.143	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	4.608	1snp	depth4.608	0.26	384	0.25	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	99.679	12.867	27snp4indel		2.163	1248	0.5	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	99.523	14.91	28snp7holes	edge1.0	1.918	1467	0.294	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	16.554	39snp		1.901	2052	0.28	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	18.21	23snp		0.952	2415	0.438	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	5.749		edge2.0	0.0	528	0.2	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	22.506	39snp		0.968	4029	0.231	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	12.985	18snp		2.182	825	0.5	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	125.403	1snp		0.065	1542	0.5	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	sat-1	sat-1.3002895.AB211124.0-525.584	100.0	13.951			0.0	525	0.2	768	2074	sat_1.3002895.AB211124.0_525.584
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	16.799	29snp		0.841	3447	0.25	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	19.383	14snp		1.209	1158	0.13	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	17.801	29snp		0.931	3114	0.182	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	12.047	9snp		1.357	663	0.125	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	10.348	3snp		0.463	648	0.333	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	dfrA1	dfrA1.3002854.AJ400733.1.21-585.3594	100.0	10.462	3snp		0.532	564	0.5	495	1739	dfrA1.3002854.AJ400733.1.21_585.3594
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	11.357	7snp		0.718	975	0.2	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	APH-3----Ib+	strA.manually-added-NC-009345-WP-001082319.1-6656-7459	100.0	57.458			0.0	804	0.092	87	2094	strA.manually_added_NC_009345_WP_001082319.1_6656_7459
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	13.243	4snp		0.966	414	0.125	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	13.315	89snp		2.476	3594	0.2	542	1799	evgS.3000833.U00096.2484373_2487967.178
