Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	38.436	36snp		3.085	1167	0.105	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	58.844	19snp		1.616	1176	0.077	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	15.19	1snp		0.26	384	0.182	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	100.0	66.635	14snp		0.852	1644	0.222	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	leuO	leuO.3003843.NC-000913.3.84367-85312.3607	100.0	60.294	8snp		0.847	945	0.246	587	1852	leuO.3003843.NC_000913.3.84367_85312.3607
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	68.506	22snp		0.911	2415	0.27	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	22.824	1indel		0.0	528	0.188	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	99.975	95.526	38snp1indel		0.943	4029	0.126	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	51.695	17snp		2.061	825	0.25	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	492.318	1snp		0.065	1542	0.426	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	18.291	11snp		2.529	435	0.333	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	58.091	29snp		0.841	3447	0.171	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	74.449	38snp		1.224	3105	0.2	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	71.275	14snp		1.209	1158	0.07	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	55.523	28snp		0.899	3114	0.091	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	44.821	8snp		1.207	663	0.042	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	45.88	4snp		0.617	648	0.368	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	38.686	6snp		0.615	975	0.111	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	106.916	4snp		0.966	414	0.057	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	41.792	88snp		2.449	3594	0.063	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	76.669	18snp		1.429	1260	0.098	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	74.041	19snp		1.277	1488	0.118	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	emrE-1	emrE.3000264.NC-007779.567537-567870.260	97.898	14.248	24snp7holes	edge0.0	7.362	333	0.111	536	1793	emrE.3000264.NC_007779.567537_567870.260
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	71.51	48snp		2.536	1893	0.4	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	69.829	9snp		0.647	1392	0.289	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	100.0	30.594	5snp		0.813	615	0.079	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	81.644	2snp		0.145	1380	0.466	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	100.0	38.421	2snp		0.147	1359	0.158	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	56.708	33snp		1.057	3123	0.139	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	adiY	adiY.3003828.NC-000913.3.4337167-4337929.3591	100.0	50.623	3snp		0.394	762	0.115	410	1626	adiY.3003828.NC_000913.3.4337167_4337929.3591
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	54.545	6snp		0.707	849	0.276	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	arnA-1	arnA.3002985.U00096.2368038-2370021.355	100.0	46.699	34snp		1.715	1983	0.214	425	1643	arnA.3002985.U00096.2368038_2370021.355
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003368.AH002539.2.1760-2945.3531	100.0	170.094	1snp		0.084	1185	0.5	182	522	Escherichia_coli_EF_Tu.3003368.AH002539.2.1760_2945.3531
