Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	97.965	54.288	19snp1indel20holes	edge0.0	1.877	1032	0.089	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	45.646	37snp		3.171	1167	0.032	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	62.405	19snp		1.616	1176	0.054	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	23.595	1snp		0.26	384	0.143	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	57.922	30snp		2.045	1467	0.13	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	59.223	39snp		1.901	2052	0.186	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	64.095	23snp		0.952	2415	0.273	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	32.881			0.0	528	0.048	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	77.174	39snp		0.968	4029	0.078	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	mgrB	mgrB.3003820.NC-000913.3.1908622-1908766.3586	96.528	4.814	5holes	depth4.814	0.0	144	0.125	664	1935	mgrB.3003820.NC_000913.3.1908622_1908766.3586
reads	srst2	rrsB+	rrsH.3003372.U00096.223771-225312.3228	100.0	448.728	6snp		0.389	1542	0.39	766	2072	rrsH.3003372.U00096.223771_225312.3228
reads	srst2	sat-1	sat-1.3002895.AB211124.0-525.584	100.0	56.013			0.0	525	0.036	768	2074	sat_1.3002895.AB211124.0_525.584
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	51.683	29snp		0.841	3447	0.122	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	59.474	14snp		1.209	1158	0.045	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	58.052	28snp		0.899	3114	0.106	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	42.86	22snp		1.82	1209	0.045	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	53.631	9snp		1.357	663	0.111	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	42.293	3snp		0.463	648	0.036	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	dfrA1	dfrA1.3002854.AJ400733.1.21-585.3594	100.0	63.108	4snp		0.709	564	0.469	495	1739	dfrA1.3002854.AJ400733.1.21_585.3594
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	40.471	7snp		0.718	975	0.059	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
