Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	41.483	19snp		1.841	1032	0.104	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	56.786	18snp		1.531	1176	0.082	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	11.335	2snp		0.521	384	0.444	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	47.682	30snp		2.045	1467	0.219	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	99.951	61.788	37snp1indel		1.803	2052	0.2	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	64.821	21snp		0.87	2415	0.255	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	19.146			0.0	528	0.071	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	99.975	81.899	38snp1indel		0.943	4029	0.185	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	49.926	17snp		2.061	825	0.333	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	401.334	1snp		0.065	1542	0.399	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	16.539	10snp		2.299	435	0.25	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	46.107	29snp		0.841	3447	0.149	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	62.53	38snp		1.224	3105	0.214	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	62.147	14snp		1.209	1158	0.065	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	48.718	28snp		0.899	3114	0.19	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
