Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	36.998	20snp		1.938	1032	0.083	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	24.124	37snp		3.171	1167	0.071	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	41.268	19snp		1.616	1176	0.071	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	15.995	1snp		0.26	384	0.167	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	39.437	4snp		0.572	699	0.048	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	36.158	31snp		2.113	1467	0.074	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	39.811	39snp		1.901	2052	0.108	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	49.065	23snp		0.952	2415	0.214	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	13.285			0.0	528	0.077	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	48.275	39snp		0.968	4029	0.051	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	mgrB	mgrB.3003820.NC-000913.3.1908622-1908766.3586	100.0	8.034			0.0	144	0.2	664	1935	mgrB.3003820.NC_000913.3.1908622_1908766.3586
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	333.211	1snp		0.065	1542	0.419	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	16.56	10snp		2.299	435	0.059	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	38.719	29snp		0.841	3447	0.059	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	49.115	14snp		1.209	1158	0.04	392	1608	acrE.3000499.U00096.3413863_3415021.333
