Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	33.683	20snp		1.938	1032	0.067	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	32.758	37snp		3.171	1167	0.111	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	42.869	19snp		1.616	1176	0.059	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	15.873	1snp		0.26	384	0.067	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	99.519	34.053	27snp6indel		2.163	1248	0.3	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	36.652	30snp		2.045	1467	0.045	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	39.948	39snp		1.901	2052	0.292	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	40.751	23snp		0.952	2415	0.256	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	15.11			0.0	528	0.063	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	46.174	39snp		0.968	4029	0.056	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	mgrB	mgrB.3003820.NC-000913.3.1908622-1908766.3586	100.0	3.221		edge2.0	0.0	144	0.0	664	1935	mgrB.3003820.NC_000913.3.1908622_1908766.3586
reads	srst2	rrsB+	rrsC.3003333.U00096.3941808-3943349.3229	100.0	366.064	1snp		0.065	1542	0.446	766	2070	rrsC.3003333.U00096.3941808_3943349.3229
reads	srst2	sat-1	sat-1.3002895.AB211124.0-525.584	100.0	35.378			0.0	525	0.056	768	2074	sat_1.3002895.AB211124.0_525.584
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	40.857	29snp		0.841	3447	0.091	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	38.211	14snp		1.209	1158	0.091	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	46.11	28snp		0.899	3114	0.129	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	44.245	22snp		1.82	1209	0.037	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	26.928	9snp		1.357	663	0.188	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	26.455	3snp		0.463	648	0.125	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	dfrA1	dfrA1.3002854.AJ400733.1.21-585.3594	100.0	26.039	4snp		0.709	564	0.143	495	1739	dfrA1.3002854.AJ400733.1.21_585.3594
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	33.587	7snp		0.718	975	0.078	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	APH-3----Ib+	strA.manually-added-NC-009345-WP-001082319.1-6656-7459	100.0	50.53			0.0	804	0.038	87	2094	strA.manually_added_NC_009345_WP_001082319.1_6656_7459
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	27.969	4snp		0.966	414	0.067	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	30.618	89snp		2.476	3594	0.069	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	45.464	19snp		1.508	1260	0.056	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	46.13	19snp		1.277	1488	0.091	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	emrE-1	emrE.3000264.NC-007779.567537-567870.260	100.0	9.494	25snp	edge2.0	7.508	333	0.0	536	1793	emrE.3000264.NC_007779.567537_567870.260
reads	srst2	parC-2	parC.3003941.NC-004337.2.3159154-3161413.3742	100.0	47.761	18snp		0.797	2259	0.179	727	2005	parC.3003941.NC_004337.2.3159154_3161413.3742
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	43.944	47snp		2.483	1893	0.182	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	50.145	8snp		0.575	1392	0.066	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	100.0	28.279	5snp		0.813	615	0.053	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	37.632	3snp		0.217	1380	0.138	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	100.0	140.695	2snp		0.147	1359	0.027	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	45.913	32snp		1.025	3123	0.225	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	39.805	4snp		0.26	1539	0.143	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	aad-	aada1.manually-added-NC-007384-WP-001206315.1-4110458-4111246	100.0	38.352			0.0	789	0.053	377	1601	aada1.manually_added_NC_007384_WP_001206315.1_4110458_4111246
