Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	8.406	19snp	edge2.0	1.841	1032	0.333	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	99.66	8.692	18snp4holes		1.536	1176	0.143	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	99.479	3.175	1snp2holes	edge1.5	0.262	384	0.25	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	97.546	7.455	30snp36holes	edge2.0	2.096	1467	0.5	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	99.951	8.688	38snp1holes	edge1.0	1.853	2052	0.25	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	98.344	10.752	21snp40holes	edge1.0	0.884	2415	0.5	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	5.164		edge1.0	0.0	528	0.182	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	99.826	10.823	39snp7holes	edge0.0	0.97	4029	0.19	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	8.255	17snp	edge2.0	2.061	825	0.429	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsB.3003403.U00096.4166659-4168200.3238	100.0	64.31	5snp		0.324	1542	0.486	766	2061	rrsB.3003403.U00096.4166659_4168200.3238
reads	srst2	mdfA	mdfA.3001328.JQ394987.0-1233.561	99.676	6.278	36snp4indel	edge1.0	2.92	1233	0.5	608	1876	mdfA.3001328.JQ394987.0_1233.561
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	99.507	6.344	29snp17holes	edge1.0	0.845	3447	0.4	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	9.609	38snp	edge2.0	1.224	3105	0.333	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	9.192	14snp		1.209	1158	0.333	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	99.358	7.362	28snp20holes	edge2.0	0.905	3114	0.25	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	6.261	8snp	edge2.0	1.207	663	0.25	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	99.537	5.33	3snp3holes	edge1.0	0.465	648	0.5	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	baeS	baeS.3000829.AP009048.2165012-2166416.608	98.148	5.892	18snp26holes	edge0.0	1.306	1404	0.333	434	1653	baeS.3000829.AP009048.2165012_2166416.608
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	99.692	3.379	6snp3holes	edge1.0	0.617	975	0.5	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	99.034	4.238	5snp4holes	depth4.238	1.22	414	0.0	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	99.61	7.106	82snp14holes		2.291	3594	0.5	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	8.614	19snp		1.508	1260	0.167	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	9.625	19snp	edge2.0	1.277	1488	0.25	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	91.945	4.856	35snp94holes	edge0.0	3.262	1167	0.333	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	9.294	49snp	edge2.0	2.588	1893	0.333	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	7.894	8snp	edge2.0	0.575	1392	0.286	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	98.862	5.775	5snp7holes		0.822	615	0.167	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	8.227	2snp	edge1.0	0.145	1380	0.5	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	98.602	6.635	2snp19holes	edge0.0	0.149	1359	0.25	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	7.574	33snp	edge1.0	1.057	3123	0.333	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	adiY	adiY.3003828.NC-000913.3.4337167-4337929.3591	97.9	6.23	3snp16holes	edge2.0	0.402	762	0.143	410	1626	adiY.3003828.NC_000913.3.4337167_4337929.3591
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	7.487	6snp	edge2.0	0.707	849	0.25	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	arnA-1	arnA.3002985.U00096.2368038-2370021.355	99.95	7.092	33snp1holes		1.665	1983	0.5	425	1643	arnA.3002985.U00096.2368038_2370021.355
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003368.AH002539.2.1760-2945.3531	99.916	22.532	8snp1holes	edge1.5	0.676	1185	0.5	182	522	Escherichia_coli_EF_Tu.3003368.AH002539.2.1760_2945.3531
reads	srst2	kdpE	kdpE.3003841.NC-000913.3.721055-721733.3608	100.0	4.623	12snp	edge1.0	1.77	678	0.25	586	1851	kdpE.3003841.NC_000913.3.721055_721733.3608
reads	srst2	gyrA-7	gyrA.3003294.U00096.2336792-2339420.2052	99.772	7.743	34snp6holes	edge0.0	1.297	2628	0.222	569	1821	gyrA.3003294.U00096.2336792_2339420.2052
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	97.436	6.344	21snp31holes	edge0.0	1.783	1209	0.25	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	PmrF	PmrF.3003578.U00096.2367070-2368039.2115	99.897	5.09	6snp1holes		0.62	969	0.5	324	1124	PmrF.3003578.U00096.2367070_2368039.2115
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	100.0	5.614	28snp	edge2.0	2.244	1248	0.5	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	Pasteurella-multocida-16S	Pasteurella-multocida-16S.3003493.NC-002663.1.341427-342977.3252	93.681	37.613	121snp7indel93holes	edge0.0	8.299	1551	0.455	317	1117	Pasteurella_multocida_16S.3003493.NC_002663.1.341427_342977.3252
reads	srst2	msbA	msbA.3003950.NC-000913.3.966620-968369.3754	100.0	8.134	23snp		1.315	1749	0.333	677	1948	msbA.3003950.NC_000913.3.966620_968369.3754
reads	srst2	ompF	ompF.3003390.NC-007779.986315-987404.2075	100.0	8.391			0.0	1089	0.333	713	1988	ompF.3003390.NC_007779.986315_987404.2075
reads	srst2	mdtF	mdtF.3000796.U00096.3660413-3663527.286	100.0	10.848	46snp		1.477	3114	0.2	617	1885	mdtF.3000796.U00096.3660413_3663527.286
reads	srst2	mdtC	mdtC.3000794.U00096.2158385-2161463.257	98.635	7.11	40snp42holes	edge0.0	1.318	3078	0.5	614	1882	mdtC.3000794.U00096.2158385_2161463.257
reads	srst2	mdtD	mdtD.3001330.U00096.2161463-2162879.299	93.432	6.341	22snp93holes	edge2.0	1.663	1416	0.333	615	1883	mdtD.3001330.U00096.2161463_2162879.299
reads	srst2	CRP	CRP.3000518.AP009048.4153663-4154296.461	100.0	8.374	3snp		0.474	633	0.125	122	302	CRP.3000518.AP009048.4153663_4154296.461
reads	srst2	gadW	gadW.3003838.CP015085.1.2551711-2552440.3599	99.177	6.54	41snp6holes	edge1.5	5.671	729	0.0	555	1816	gadW.3003838.CP015085.1.2551711_2552440.3599
reads	srst2	nfsA	nfsA.3003751.NC-000913.3.891183-891906.3520	97.234	4.045	7snp20holes	edge0.0	0.996	723	0.5	702	1977	nfsA.3003751.NC_000913.3.891183_891906.3520
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	9.144	4snp		0.572	699	0.273	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	cpxA	cpxA.3000830.NC-002695.4903561-4904935.605	100.0	10.46	15snp	edge2.0	1.092	1374	0.5	488	1734	cpxA.3000830.NC_002695.4903561_4904935.605
reads	srst2	PmrB-1	PmrB.3003583.NC-007779.4336858-4337950.2119	100.0	8.905	8snp		0.733	1092	0.25	321	1121	PmrB.3003583.NC_007779.4336858_4337950.2119
reads	srst2	alaS	alaS.3003830.NC-000913.3.2819380-2822011.3592	99.848	10.487	31snp4holes	edge1.0	1.18	2631	0.167	411	1627	alaS.3003830.NC_000913.3.2819380_2822011.3592
reads	srst2	soxS-1	soxS.3003511.NC-000913.4277059-4277383.3528	99.691	4.145	1snp1holes	edge1.0	0.31	324	0.167	785	2091	soxS.3003511.NC_000913.4277059_4277383.3528
reads	srst2	soxR	soxR.3003381.U00096.4277468-4277933.2074	92.903	7.499	33holes	edge0.0	0.0	465	0.143	782	2088	soxR.3003381.U00096.4277468_4277933.2074
reads	srst2	bacA	bacA.3002986.U00096.3203309-3204131.36	99.757	7.188	12snp2holes	edge0.0	1.463	822	0.25	432	1651	bacA.3002986.U00096.3203309_3204131.36
reads	srst2	emrK	emrK.3000206.D78168.536-1592.173	99.432	5.106	21snp6holes	edge1.0	2.0	1056	0.2	537	1794	emrK.3000206.D78168.536_1592.173
reads	srst2	parC-2	parC.3003941.NC-004337.2.3159154-3161413.3742	100.0	10.843	16snp		0.708	2259	0.167	727	2005	parC.3003941.NC_004337.2.3159154_3161413.3742
reads	srst2	emrD	emrD.3000309.GG749185.1.116812-118003.3622	100.0	8.865	17snp		1.427	1191	0.25	534	1791	emrD.3000309.GG749185.1.116812_118003.3622
reads	srst2	emrB	emrB.3000074.U00096.2812615-2814154.20	100.0	9.534	3snp		0.195	1539	0.25	533	1790	emrB.3000074.U00096.2812615_2814154.20
reads	srst2	emrA	emrA.3000027.AP009048.2810082-2811255.411	100.0	9.319	19snp	edge2.0	1.62	1173	0.143	532	1789	emrA.3000027.AP009048.2810082_2811255.411
reads	srst2	PmrC	PmrC.3003576.AP009048.4338624-4340268.2117	99.453	8.941	14snp9holes	edge1.0	0.856	1644	0.231	322	1122	PmrC.3003576.AP009048.4338624_4340268.2117
reads	srst2	leuO	leuO.3003843.NC-000913.3.84367-85312.3607	100.0	7.956	8snp		0.847	945	0.4	587	1852	leuO.3003843.NC_000913.3.84367_85312.3607
reads	srst2	mdtE	mdtE.3000795.AP009048.3980025-3981183.753	100.0	12.865	8snp	edge2.0	0.691	1158	0.143	616	1884	mdtE.3000795.AP009048.3980025_3981183.753
reads	srst2	baeR	baeR.3000828.NC-007779.2166412-2167135.676	99.585	4.463	16snp3holes	edge2.0	2.222	723	0.333	433	1652	baeR.3000828.NC_007779.2166412_2167135.676
reads	srst2	emrY	emrY.3000254.D78168.1591-3130.65	97.986	5.66	4snp31holes	edge2.0	0.265	1539	0.2	539	1796	emrY.3000254.D78168.1591_3130.65
