Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	100.0	7.083	19snp	edge2.0	1.841	1032	0.333	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	18.198	36snp		3.085	1167	0.2	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	25.446	18snp		1.531	1176	0.143	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	8.106	1snp		0.26	384	0.125	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	7.881	30snp		2.045	1467	0.286	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	98.83	9.977	38snp24holes		1.874	2052	0.333	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	31.456	21snp		0.87	2415	0.407	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	8.699		edge1.0	0.0	528	0.125	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	38.649	39snp		0.968	4029	0.154	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	21.594	17snp		2.061	825	0.333	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsB.3003403.U00096.4166659-4168200.3238	100.0	205.003	5snp		0.324	1542	0.402	766	2061	rrsB.3003403.U00096.4166659_4168200.3238
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	5.739	10snp	edge2.0	2.299	435	0.167	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	23.424	29snp		0.841	3447	0.188	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrF	acrF.3000502.U00096.3415032-3418137.700	100.0	32.843	38snp		1.224	3105	0.235	393	1609	acrF.3000502.U00096.3415032_3418137.700
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	31.44	14snp		1.209	1158	0.077	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	99.968	25.778	27snp1indel		0.867	3114	0.143	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	19.669	8snp		1.207	663	0.111	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	16.889	3snp	edge2.0	0.463	648	0.2	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	baeS	baeS.3000829.AP009048.2165012-2166416.608	100.0	18.967	16snp	edge2.0	1.14	1404	0.3	434	1653	baeS.3000829.AP009048.2165012_2166416.608
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	15.951	7snp		0.718	975	0.25	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	12.419	4snp		0.966	414	0.118	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	22.503	88snp		2.449	3594	0.1	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	29.978	19snp		1.508	1260	0.059	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	31.337	19snp		1.277	1488	0.088	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	parC-2	parC.3003941.NC-004337.2.3159154-3161413.3742	100.0	27.627	16snp		0.708	2259	0.111	727	2005	parC.3003941.NC_004337.2.3159154_3161413.3742
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	30.109	47snp		2.483	1893	0.429	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
