Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
reads	srst2	mdtN	mdtN.3003548.AP009048.4306556-4307588.3298	98.062	19.919	20snp20holes	edge0.0	1.976	1032	0.2	623	1891	mdtN.3003548.AP009048.4306556_4307588.3298
reads	srst2	PmrE	PmrE.3003577.U00096.2098446-2099613.2116	100.0	18.749	37snp		3.171	1167	0.222	323	1123	PmrE.3003577.U00096.2098446_2099613.2116
reads	srst2	mdtL	mdtL.3001215.U00096.3891614-3892790.621	100.0	21.494	19snp		1.616	1176	0.125	621	1889	mdtL.3001215.U00096.3891614_3892790.621
reads	srst2	marA	marA.3000263.NC-007779.1621287-1621671.579	100.0	11.06	1snp		0.26	384	0.375	606	1874	marA.3000263.NC_007779.1621287_1621671.579
reads	srst2	mdtA	mdtA.3000792.U00096.2154015-2155263.15	99.92	19.627	27snp1indel		2.163	1248	0.5	612	1880	mdtA.3000792.U00096.2154015_2155263.15
reads	srst2	mdtP	mdtP.3003550.AP009048.4303042-4304509.3303	100.0	20.281	30snp		2.045	1467	0.133	625	1893	mdtP.3003550.AP009048.4303042_4304509.3303
reads	srst2	mdtO	mdtO.3003549.AP009048.4304505-4306557.3300	100.0	25.0	39snp		1.901	2052	0.24	624	1892	mdtO.3003549.AP009048.4304505_4306557.3300
reads	srst2	gyrB-1	gyrB.3003303.AP009048.3760295-3762710.2063	100.0	25.822	23snp		0.952	2415	0.211	573	1835	gyrB.3003303.AP009048.3760295_3762710.2063
reads	srst2	gadE	gadE.3003834.NC-000913.3.3658365-3658893.3597	100.0	11.272			0.0	528	0.143	554	1815	gadE.3003834.NC_000913.3.3658365_3658893.3597
reads	srst2	rpoB	rpoB.3003288.NC-002695.4990140-4994169.2096	100.0	29.424	39snp		0.968	4029	0.355	760	2045	rpoB.3003288.NC_002695.4990140_4994169.2096
reads	srst2	gadX	gadX.3000508.NC-007779.3974604-3975429.615	100.0	19.542	17snp		2.061	825	0.214	556	1817	gadX.3000508.NC_007779.3974604_3975429.615
reads	srst2	rrsB+	rrsB.3003403.U00096.4166659-4168200.3238	100.0	167.638	6snp		0.389	1542	0.476	766	2061	rrsB.3003403.U00096.4166659_4168200.3238
reads	srst2	sat-1	sat-1.3002895.AB211124.0-525.584	100.0	24.004			0.0	525	0.053	768	2074	sat_1.3002895.AB211124.0_525.584
reads	srst2	mfd	mfd.3003844.NC-000913.3.1170517-1173964.3609	100.0	22.789	29snp		0.841	3447	0.208	661	1932	mfd.3003844.NC_000913.3.1170517_1173964.3609
reads	srst2	acrE	acrE.3000499.U00096.3413863-3415021.333	100.0	22.879	14snp		1.209	1158	0.111	392	1608	acrE.3000499.U00096.3413863_3415021.333
reads	srst2	acrD	acrD.3000491.NC-007779.2586250-2589364.664	100.0	26.109	28snp		0.899	3114	0.182	391	1607	acrD.3000491.NC_007779.2586250_2589364.664
reads	srst2	bacA	bacA.3002986.U00096.3203309-3204131.36	98.54	20.541	12snp12holes	edge0.0	1.481	822	0.111	432	1651	bacA.3002986.U00096.3203309_3204131.36
reads	srst2	acrS	acrS.3000656.U00096.3412802-3413465.551	100.0	18.836	9snp		1.357	663	0.074	397	1613	acrS.3000656.U00096.3412802_3413465.551
reads	srst2	acrR-2	acrR.3003807.NC-000913.3.485760-486408.3575	100.0	13.102	3snp		0.463	648	0.5	396	1612	acrR.3003807.NC_000913.3.485760_486408.3575
reads	srst2	dfrA1	dfrA1.3002854.AJ400733.1.21-585.3594	100.0	17.811	3snp		0.532	564	0.375	495	1739	dfrA1.3002854.AJ400733.1.21_585.3594
reads	srst2	cysB	cysB.3003840.NC-000913.3.1333854-1334829.3604	100.0	18.816	7snp		0.718	975	0.2	490	1736	cysB.3003840.NC_000913.3.1333854_1334829.3604
reads	srst2	APH-3----Ib+	strA.manually-added-NC-009345-WP-001082319.1-6656-7459	100.0	144.6	1snp		0.124	804	0.154	87	2094	strA.manually_added_NC_009345_WP_001082319.1_6656_7459
reads	srst2	H-NS	H-NS.3000676.NC-002695.1737553-1737967.218	100.0	12.352	4snp		0.966	414	0.125	204	579	H_NS.3000676.NC_002695.1737553_1737967.218
reads	srst2	evgS	evgS.3000833.U00096.2484373-2487967.178	100.0	22.347	89snp		2.476	3594	0.105	542	1799	evgS.3000833.U00096.2484373_2487967.178
reads	srst2	murA-12	murA.3003775.CP009072.1414817-1416077.3548	100.0	25.511	19snp		1.508	1260	0.125	690	1971	murA.3003775.CP009072.1414817_1416077.3548
reads	srst2	tolC	tolC.3000237.FJ768952.0-1488.563	100.0	27.975	19snp		1.277	1488	0.125	837	2151	tolC.3000237.FJ768952.0_1488.563
reads	srst2	parC-2	parC.3003941.NC-004337.2.3159154-3161413.3742	100.0	27.019	18snp		0.797	2259	0.286	727	2005	parC.3003941.NC_004337.2.3159154_3161413.3742
reads	srst2	parE-1	parE.3003316.NC-007779.3172159-3174052.2073	100.0	26.396	48snp		2.536	1893	0.455	731	2008	parE.3003316.NC_007779.3172159_3174052.2073
reads	srst2	Escherichia-coli-mutant	Escherichia-coli-mutant.3003890.HG738867.2934266-2935658.3667	100.0	23.004	8snp		0.575	1392	0.286	183	526	Escherichia_coli_mutant.3003890.HG738867.2934266_2935658.3667
reads	srst2	evgA	evgA.3000832.NC-002695.3211891-3212506.208	100.0	15.08	5snp		0.813	615	0.105	541	1798	evgA.3000832.NC_002695.3211891_3212506.208
reads	srst2	patA	patA.3000024.NC-000913.3.3219493-3220873.3692	100.0	22.605	3snp		0.217	1380	0.5	735	2012	patA.3000024.NC_000913.3.3219493_3220873.3692
reads	srst2	Escherichia-coli-mutant-1	Escherichia-coli-mutant.3003889.HG738867.2233288-2234647.3666	100.0	22.357	2snp		0.147	1359	0.267	184	525	Escherichia_coli_mutant.3003889.HG738867.2233288_2234647.3666
reads	srst2	mdtB	mdtB.3000793.U00096.2155262-2158385.215	100.0	26.354	32snp		1.025	3123	0.194	613	1881	mdtB.3000793.U00096.2155262_2158385.215
reads	srst2	adiY	adiY.3003828.NC-000913.3.4337167-4337929.3591	100.0	17.014	3snp		0.394	762	0.154	410	1626	adiY.3003828.NC_000913.3.4337167_4337929.3591
reads	srst2	folP-1	folP.3003386.NC-007779.3323917-3324766.2056	100.0	18.156	6snp		0.707	849	0.333	549	1809	folP.3003386.NC_007779.3323917_3324766.2056
reads	srst2	dfrA1-1	dfrA1.manually-added-NC-007384-WP-000777554.1-4111923-4112396	100.0	14.234			0.0	474	0.143	502	1741	dfrA1.manually_added_NC_007384_WP_000777554.1_4111923_4112396
reads	srst2	marR	marR.3003378.U00096.1619119-1619554.2097	100.0	7.764	10snp	edge2.0	2.299	435	0.2	607	1875	marR.3003378.U00096.1619119_1619554.2097
reads	srst2	Escherichia-coli-EF-Tu	Escherichia-coli-EF-Tu.3003369.AE014075.3901532-3902762.3356	100.0	54.608	2snp		0.163	1230	0.491	182	523	Escherichia_coli_EF_Tu.3003369.AE014075.3901532_3902762.3356
reads	srst2	kdpE	kdpE.3003841.NC-000913.3.721055-721733.3608	99.853	11.968	11snp1indel		1.622	678	0.176	586	1851	kdpE.3003841.NC_000913.3.721055_721733.3608
reads	srst2	gyrA-7	gyrA.3003294.U00096.2336792-2339420.2052	99.962	27.573	34snp1indel		1.294	2628	0.323	569	1821	gyrA.3003294.U00096.2336792_2339420.2052
reads	srst2	mdtG	mdtG.3001329.NC-007779.1115840-1117067.599	93.073	18.497	8snp85holes		0.701	1227	0.182	618	1886	mdtG.3001329.NC_007779.1115840_1117067.599
reads	srst2	mdtH	mdtH.3001216.U00096.1124117-1125326.120	100.0	18.467	22snp	edge2.0	1.82	1209	0.2	619	1887	mdtH.3001216.U00096.1124117_1125326.120
reads	srst2	PmrF	PmrF.3003578.U00096.2367070-2368039.2115	100.0	20.643	6snp		0.619	969	0.346	324	1124	PmrF.3003578.U00096.2367070_2368039.2115
reads	srst2	baeS	baeS.3000829.AP009048.2165012-2166416.608	100.0	18.115	16snp		1.14	1404	0.429	434	1653	baeS.3000829.AP009048.2165012_2166416.608
reads	srst2	PmrB-1	PmrB.3003583.NC-007779.4336858-4337950.2119	100.0	22.445	10snp		0.916	1092	0.241	321	1121	PmrB.3003583.NC_007779.4336858_4337950.2119
reads	srst2	Pasteurella-multocida-16S	Pasteurella-multocida-16S.3003493.NC-002663.1.341427-342977.3252	92.263	102.038	115snp7indel114holes	edge0.0	8.003	1551	0.435	317	1117	Pasteurella_multocida_16S.3003493.NC_002663.1.341427_342977.3252
reads	srst2	baeR	baeR.3000828.NC-007779.2166412-2167135.676	100.0	18.906	16snp		2.213	723	0.4	433	1652	baeR.3000828.NC_007779.2166412_2167135.676
reads	srst2	msbA	msbA.3003950.NC-000913.3.966620-968369.3754	100.0	28.369	23snp		1.315	1749	0.385	677	1948	msbA.3003950.NC_000913.3.966620_968369.3754
reads	srst2	ompF	ompF.3003390.NC-007779.986315-987404.2075	100.0	24.083	1snp		0.092	1089	0.167	713	1988	ompF.3003390.NC_007779.986315_987404.2075
reads	srst2	mdtF	mdtF.3000796.U00096.3660413-3663527.286	100.0	28.352	46snp		1.477	3114	0.111	617	1885	mdtF.3000796.U00096.3660413_3663527.286
reads	srst2	mdtC	mdtC.3000794.U00096.2158385-2161463.257	100.0	24.165	42snp		1.365	3078	0.318	614	1882	mdtC.3000794.U00096.2158385_2161463.257
reads	srst2	mdfA	mdfA.3001328.JQ394987.0-1233.561	99.594	18.905	32snp5indel		2.595	1233	0.214	608	1876	mdfA.3001328.JQ394987.0_1233.561
reads	srst2	CRP	CRP.3000518.AP009048.4153663-4154296.461	100.0	15.546	3snp		0.474	633	0.143	122	302	CRP.3000518.AP009048.4153663_4154296.461
reads	srst2	gadW	gadW.3003838.CP015085.1.2551711-2552440.3599	100.0	12.803	42snp		5.761	729	0.125	555	1816	gadW.3003838.CP015085.1.2551711_2552440.3599
reads	srst2	nfsA	nfsA.3003751.NC-000913.3.891183-891906.3520	100.0	11.997	7snp	edge2.0	0.968	723	0.333	702	1977	nfsA.3003751.NC_000913.3.891183_891906.3520
reads	srst2	cpxR	cpxR.3000831.NC-002695.4904931-4905630.142	100.0	20.456	4snp		0.572	699	0.091	489	1735	cpxR.3000831.NC_002695.4904931_4905630.142
reads	srst2	cpxA	cpxA.3000830.NC-002695.4903561-4904935.605	100.0	25.049	15snp		1.092	1374	0.182	488	1734	cpxA.3000830.NC_002695.4903561_4904935.605
reads	srst2	mdtD	mdtD.3001330.U00096.2161463-2162879.299	100.0	21.29	24snp		1.695	1416	0.462	615	1883	mdtD.3001330.U00096.2161463_2162879.299
reads	srst2	APH-6--Id+	strB.manually-added-NC-009345-WP-000480968.1-7459-8295	100.0	138.155			0.0	837	0.095	94	2095	strB.manually_added_NC_009345_WP_000480968.1_7459_8295
reads	srst2	soxS-1	soxS.3003511.NC-000913.4277059-4277383.3528	99.691	4.994	1snp1holes	depth4.994	0.31	324	0.25	785	2091	soxS.3003511.NC_000913.4277059_4277383.3528
reads	srst2	soxR	soxR.3003381.U00096.4277468-4277933.2074	92.903	18.286	33holes	edge0.0	0.0	465	0.158	782	2088	soxR.3003381.U00096.4277468_4277933.2074
reads	srst2	arnA-1	arnA.3002985.U00096.2368038-2370021.355	100.0	21.014	35snp		1.765	1983	0.25	425	1643	arnA.3002985.U00096.2368038_2370021.355
reads	srst2	sul2	sul2.manually-added-NC-009345-WP-001043267.1-5780-6595	100.0	114.711			0.0	816	0.1	789	2100	sul2.manually_added_NC_009345_WP_001043267.1_5780_6595
